length-of-text, length-of-pattern, Naive, Boyer-Moore, Horspool
1375,170,18,3,4
330,46,4,2,1
439,199,4,3,4
1922,181,25,4,4
1181,170,14,4,4
1683,181,21,4,5
1569,139,20,3,3
751,115,9,2,3
694,118,9,2,3
306,48,3,2,2
955,199,11,3,4
157,92,1,2,2
536,198,5,4,4
476,31,7,1,1
40,138,0,2,3
621,74,8,2,2
1306,33,19,2,2
842,144,10,3,4
1492,135,20,3,3
1858,87,25,3,3
644,18,9,2,2
1105,135,14,2,3
1059,37,15,2,3
1859,118,25,3,4
1612,47,22,3,3
1208,78,16,2,3
619,139,7,3,3
439,136,5,3,3
1677,118,23,3,4
1969,112,27,3,4
824,126,10,2,3
1879,90,26,3,3
319,91,3,2,2
1352,71,18,3,2
1241,24,17,3,2
652,8,10,4,3
1037,70,14,2,2
1641,21,26,6,4
1976,74,27,3,3
291,56,4,1,2
397,162,4,3,3
318,150,2,3,3
1165,15,18,3,4
1964,77,27,3,3
584,10,9,3,2
1911,106,26,3,3
529,185,5,3,3
529,103,6,3,2
447,120,5,2,3
771,72,10,2,2
510,156,5,3,3
1554,29,23,3,3
1723,150,22,3,4
151,19,3,1,1
1659,188,21,4,4
1165,169,14,3,4
1456,146,19,3,4
1901,42,26,4,3
1250,107,17,3,3
1553,74,22,2,3
1823,174,23,4,4
35,160,0,2,3
1483,23,21,3,3
805,129,10,2,3
210,26,2,2,1
645,11,10,3,2
1010,45,13,2,2
1321,132,17,3,3
557,119,6,3,3
732,65,9,2,2
152,82,1,1,2
94,175,0,3,3
477,79,6,2,2
863,6,14,6,5
940,63,12,3,2
1911,15,30,5,5
485,13,7,2,2
894,165,10,3,4
1873,159,24,4,4
362,79,5,1,1
1477,17,23,4,4
1823,15,29,5,5
36,109,0,2,2
1438,92,19,3,3
1785,111,24,3,3
47,154,0,2,3
1916,112,26,3,3
1552,76,21,3,3
1443,101,19,3,3
1988,118,27,3,4
77,50,0,1,2
1651,81,23,3,3
1045,71,14,2,2
164,18,3,1,1
451,133,5,3,3
1110,175,13,3,4
1510,48,21,3,2
1800,30,25,4,4
1929,78,26,4,3
416,145,3,3,3
413,35,6,1,1
1523,45,21,3,3
630,153,7,3,3
1058,9,16,5,5
1352,115,17,2,3
1258,128,17,3,3
66,56,0,1,1
540,196,5,3,5
1716,25,24,4,3
560,169,6,3,4
1154,15,18,4,3
406,62,5,1,1
1983,91,27,3,3
634,78,8,2,2
1130,67,15,2,3
1549,137,20,3,4
496,95,6,2,2
671,118,8,3,3
1390,171,18,3,4
1676,71,23,3,3
305,171,2,3,3
132,163,0,2,3
179,2,3,4,3
1708,162,22,3,4
1530,89,20,3,3
862,17,13,2,3
1766,154,23,3,5
775,100,10,3,2
1290,53,18,3,2
1916,127,26,3,4
7,54,0,1,1
242,108,2,2,2
1026,23,15,3,2
1029,119,13,3,3
1931,40,27,4,3
191,24,3,1,1
101,100,0,2,2
993,76,14,2,3
392,152,3,3,4
459,103,5,2,2
1218,72,17,2,2
89,96,0,1,2
386,74,4,2,3
1294,42,18,3,2
1263,139,16,3,4
4,129,0,2,3
1956,193,25,4,5
1734,80,23,3,3
520,76,7,2,2
1376,10,22,6,5
404,49,5,2,2
377,171,3,3,4
241,155,1,3,3
1244,129,16,3,3
1932,118,26,3,4
560,165,6,3,3
880,177,10,4,4
958,107,12,3,3
100,88,0,2,2
790,15,12,3,2
807,35,11,2,2
634,69,8,2,2
315,155,2,2,4
86,112,0,2,2
1199,111,15,3,3
718,43,10,2,2
216,42,3,1,1
1200,6,18,7,7
1994,139,27,3,4
1690,75,23,2,3
459,186,4,4,4
1032,52,14,2,2
1260,103,17,2,2
893,167,11,3,4
33,87,0,1,1
687,142,8,2,3
1146,140,14,3,3
658,15,10,3,2
1524,55,21,2,2
435,131,4,3,3
365,157,3,3,4
752,8,12,5,4
198,126,1,2,3
520,185,5,3,4
526,191,5,3,4
299,77,4,2,2
993,115,13,3,3
325,23,5,1,2
671,40,8,1,1
1366,200,16,4,5
921,83,12,3,2
319,162,3,2,3
628,191,7,3,4
677,173,7,3,3
581,130,7,2,3
739,54,10,2,2
533,21,8,2,1
994,185,12,4,4
1548,44,21,3,3
1738,20,27,4,5
511,27,7,2,2
114,188,0,3,4
1405,84,19,2,2
2000,175,26,4,5
976,148,12,3,3
1435,196,18,4,4
120,156,0,3,3
173,108,1,2,3
973,30,14,2,2
1354,133,18,3,3
36,15,1,0,1
1513,145,20,3,4
1911,7,30,11,10
1886,63,26,3,3
848,44,11,2,2
782,10,12,4,3
1457,18,23,4,3
1832,11,28,7,7
1482,17,23,4,4
1079,92,14,3,2
1670,77,23,3,3
811,139,9,3,3
1496,178,19,4,4
1291,91,18,2,2
1254,131,16,3,3
1252,120,16,3,3
85,157,0,2,3
1944,96,26,4,3
56,16,1,1,1
461,93,5,2,3
1671,54,23,3,3
1318,95,18,2,3
1670,102,22,3,3
898,5,14,8,6
1763,106,23,4,3
1142,186,14,4,4
470,155,5,2,3
708,101,9,2,3
1065,144,13,3,4
719,48,10,2,2
1800,36,25,3,3
1975,26,28,4,4
805,102,10,3,3
950,105,12,2,2
1170,48,16,3,2
1057,159,13,3,4
104,178,0,3,4
1787,55,25,3,3
773,94,9,2,3
169,40,2,1,1
1141,11,17,5,4
1567,73,22,2,2
1864,172,24,4,4
132,22,1,1,1
1242,142,16,3,4
1251,75,16,3,3
1322,81,18,2,3
1943,115,26,3,3
305,73,4,1,1
1904,92,26,3,4
1821,77,24,3,3
699,165,8,3,4
698,102,8,2,2
650,12,10,2,3
377,95,4,2,2
1490,21,23,4,4
359,66,4,2,2
1664,200,21,4,5
790,153,9,3,4
853,39,12,2,2
579,56,7,2,2
1494,128,19,3,3
1199,96,16,3,3
449,159,4,2,3
890,187,10,4,4
1952,108,27,3,4
657,89,8,2,2
1861,73,26,2,2
438,152,4,3,3
856,169,9,4,3
413,33,6,2,1
883,3,14,11,10
1426,105,19,3,3
1183,26,16,3,2
294,140,2,3,3
1701,96,23,3,4
1040,85,13,2,2
1174,64,16,2,2
263,8,4,2,1
457,168,4,3,4
1766,3,27,22,19
903,50,12,2,2
904,191,10,3,4
488,82,6,2,2
1380,177,17,3,4
1322,6,21,9,8
1083,32,14,2,3
225,187,1,3,4
934,99,13,2,3
124,95,0,2,2
1180,84,15,3,3
1170,78,16,2,3
569,26,8,2,2
1891,77,26,3,3
676,67,8,2,2
1124,79,15,3,2
745,53,10,2,2
206,28,3,1,1
1044,8,17,5,5
1043,134,13,3,3
541,41,7,1,1
1523,42,22,2,2
969,200,11,3,4
391,185,3,3,4
137,121,1,2,3
970,17,15,3,3
1783,66,25,3,3
1784,77,24,3,3
1867,56,26,3,3
1466,157,19,4,3
908,114,11,3,3
1894,17,29,5,5
1770,51,25,2,2
454,64,5,1,2
470,183,4,3,4
1096,70,14,3,2
139,191,0,3,3
355,52,4,2,1
916,47,13,2,2
369,54,4,2,2
413,178,3,3,4
612,113,8,2,3
1696,146,22,4,4
1663,9,26,7,7
964,166,12,3,4
1437,39,20,3,2
84,112,0,2,2
1753,177,22,3,4
1827,45,26,3,3
675,20,10,2,2
1121,108,14,3,3
1934,173,25,5,4
748,86,9,3,2
1876,146,24,4,4
1216,39,17,3,3
1456,19,22,4,4
1064,36,15,2,3
1250,90,16,3,3
822,119,10,2,3
1403,111,18,2,3
610,137,7,3,3
635,72,8,2,2
1147,146,14,4,3
984,109,13,2,3
233,36,3,2,1
1643,28,23,4,3
1368,3,21,17,16
1870,62,26,3,3
882,154,11,3,3
699,94,9,2,3
1997,106,27,4,4
439,85,6,2,2
329,93,3,2,2
931,67,12,2,2
211,170,0,2,3
1292,153,16,4,3
1786,35,25,3,3
1413,104,18,3,3
1859,133,25,3,4
752,157,9,3,3
623,177,7,3,4
110,143,0,2,3
563,11,9,2,2
711,73,9,2,2
65,169,0,3,3
633,46,8,2,2
1559,4,24,15,13
539,196,5,4,4
1201,56,16,3,2
1795,102,25,3,3
375,197,3,3,4
592,162,6,3,3
1491,75,20,2,2
1640,117,22,3,4
1176,65,16,2,3
299,117,3,2,3
1258,184,15,4,5
1092,63,15,2,2
563,29,7,1,2
362,199,2,3,4
189,110,1,2,3
1041,38,14,3,2
1054,181,13,3,4
1888,102,26,3,4
354,5,5,3,2
745,104,9,3,3
1801,95,24,3,4
892,74,11,2,3
1123,185,13,4,4
1565,184,20,4,4
1499,69,20,3,2
1440,123,19,3,3
1091,61,15,2,2
1311,142,16,3,3
1083,115,14,3,3
865,45,12,2,2
1393,182,18,4,4
368,151,3,3,3
1530,60,21,3,2
96,68,1,1,2
838,16,13,2,3
970,34,13,3,2
156,118,0,2,2
67,98,0,2,2
779,60,11,2,2
1894,134,25,3,3
887,193,10,3,4
793,140,9,3,3
1815,168,23,4,5
243,95,2,2,2
922,5,14,7,6
961,56,13,2,2
1407,176,17,3,4
1370,151,17,3,4
839,131,10,3,3
1488,19,23,4,4
1856,137,25,3,4
316,150,2,3,3
311,117,3,2,3
1964,55,27,3,3
701,77,9,2,2
1293,90,17,3,3
190,61,2,2,1
1082,51,14,2,2
350,197,2,3,4
809,150,9,3,3
1229,154,16,3,3
264,107,2,2,2
1759,56,24,3,3
1097,45,14,2,2
469,57,6,2,2
1061,132,13,3,3
1964,18,30,6,5
873,81,12,2,3
559,53,7,1,2
1361,116,18,3,3
1586,137,20,3,3
1415,194,17,4,4
37,165,0,2,4
1615,82,22,3,3
963,90,13,2,3
929,128,11,2,4
1035,61,14,2,2
409,96,5,2,3
1651,102,22,3,3
30,29,1,1,1
1699,129,23,3,3
696,107,8,2,3
270,199,1,3,4
1782,198,23,4,5
1385,105,18,3,3
1803,31,26,3,4
141,128,1,2,3
140,3,2,2,3
1651,163,21,4,4
447,157,4,2,3
52,32,0,1,1
1226,160,16,3,4
1397,193,17,4,5
458,179,4,3,4
1858,174,23,3,4
366,76,4,2,2
1188,1,18,41,38
1206,19,19,3,3
1360,112,17,2,3
711,15,11,2,3
653,74,8,2,2
1948,34,27,4,3
1477,56,20,3,3
1812,100,25,3,3
925,29,13,2,2
1543,27,21,3,3
718,37,10,2,2
59,105,0,1,2
1229,142,20,3,4
1769,6,27,12,10
1816,100,24,3,3
1787,183,23,4,4
512,97,6,2,2
307,121,3,2,3
994,119,12,3,3
1739,190,22,4,5
1054,130,14,2,3
198,154,1,3,3
639,140,8,2,4
693,183,7,3,4
1953,161,25,3,4
1380,65,19,2,3
1636,32,23,3,3
997,68,13,2,2
842,92,11,2,2
974,176,11,3,4
853,102,11,2,3
1555,49,22,3,2
505,72,6,2,2
437,65,5,2,2
337,128,3,3,3
1086,171,13,4,5
559,164,6,3,3
107,134,0,2,3
316,18,4,2,1
1502,65,21,3,2
119,142,0,3,3
1546,95,21,3,3
1439,167,19,3,4
98,39,1,1,1
1890,97,25,3,3
705,162,8,3,4
1070,31,15,3,2
670,52,9,2,1
430,69,5,1,1
1382,192,17,4,5
1401,175,17,4,5
934,29,13,2,2
1085,15,16,3,3
1314,3,21,16,15
1828,165,23,4,5
1300,66,18,2,2
553,126,6,3,3
1496,154,19,3,4
1902,51,26,3,3
244,125,2,2,3
577,51,8,2,2
111,62,0,1,2
21,87,0,1,2
948,74,12,3,2
617,143,6,3,3
1473,126,20,3,4
1424,86,19,3,3
864,167,10,4,4
645,135,8,3,3
580,158,7,2,3
1363,127,18,3,3
104,22,1,1,1
1351,88,18,3,3
1543,12,23,5,5
776,149,9,3,4
534,80,6,2,2
1423,69,20,2,2
752,58,10,1,1
945,189,10,3,4
207,190,0,3,4
1519,169,19,4,4
1128,127,15,3,3
325,33,4,1,1
45,22,1,0,1
1114,83,14,3,2
692,4,11,7,6
538,63,7,2,2
206,191,0,3,3
650,188,7,3,4
323,65,4,1,1
1691,173,22,4,4
130,130,0,2,3
1778,149,23,4,4
1971,125,26,4,3
28,153,0,2,3
897,118,12,2,2
1035,99,14,2,3
907,47,12,2,2
1608,129,22,3,4
1813,23,26,4,4
1624,78,22,3,3
1908,177,25,4,4
1773,100,24,3,3
711,191,8,3,4
1468,108,19,3,3
1382,70,19,3,3
610,62,8,2,2
1645,49,23,3,2
802,75,10,2,2
1932,7,30,11,10
1910,60,26,2,2
1668,120,22,4,3
1948,73,27,3,3
1864,173,24,4,4
1820,79,25,3,3
1970,200,25,4,5
165,39,2,1,1
1995,3,31,24,22
643,72,8,1,2
1148,53,16,3,2
164,185,0,3,3
906,44,12,2,2
1041,95,14,2,3
1553,141,20,4,4
808,115,10,3,2
1577,94,21,3,3
1182,199,14,4,4
433,76,5,2,2
1747,54,24,2,2
1709,93,23,3,3
1355,95,18,3,3
178,100,1,2,2
85,58,0,1,1
260,178,1,3,4
711,79,10,2,2
1446,157,19,3,3
304,153,2,3,3
437,92,5,2,3
1077,113,14,3,3
1029,130,13,2,3
1052,197,13,3,4
1725,155,22,4,4
1809,115,24,3,3
499,117,6,2,3
1839,105,25,3,3
993,120,13,2,3
714,18,10,2,2
165,107,1,2,3
31,162,0,2,3
778,99,10,3,2
743,195,8,3,4
933,92,12,2,3
801,65,10,2,2
1464,19,22,4,4
1057,189,12,4,4
972,74,12,3,2
784,149,9,3,3
645,3,10,8,7
530,22,8,1,1
866,80,11,2,3
173,4,3,2,2
63,102,0,2,2
1990,1,31,68,63
110,144,0,3,3
1665,94,22,3,3
1026,76,14,2,3
983,187,11,4,4
1495,166,19,4,4
567,20,8,2,2
488,160,5,2,3
459,110,5,2,3
279,100,2,2,3
1177,99,15,3,3
1178,134,15,3,3
1659,11,26,7,6
1080,118,14,3,3
1450,118,19,3,3
984,138,13,2,3
450,195,4,3,4
1250,140,16,3,4
834,45,11,1,1
1597,14,25,6,4
28,60,0,2,1
1841,36,26,3,4
1336,65,18,3,2
73,139,0,2,2
739,7,12,4,4
653,10,10,3,2
1775,132,23,4,3
215,110,1,2,3
1790,79,25,3,3
1014,140,13,3,3
1541,61,21,3,3
464,94,5,2,3
1390,171,17,3,4
1172,115,15,3,3
1509,96,20,3,3
1372,94,18,2,3
761,33,10,3,2
1131,160,14,3,4
1209,55,16,3,2
794,133,9,3,3
638,45,9,2,2
796,171,9,3,4
1607,153,21,3,4
714,124,8,3,3
367,57,5,1,1
1192,47,17,2,2
1287,83,17,3,3
1028,138,13,3,4
756,88,9,2,2
439,128,5,3,3
1568,145,20,4,4
1595,87,22,3,2
859,110,10,2,3
771,94,10,2,3
908,77,12,2,3
848,165,9,4,4
1361,186,16,3,4
1287,60,18,2,2
108,11,1,1,1
1471,123,19,3,3
1512,44,20,2,2
242,28,3,1,1
1780,114,23,4,3
1425,51,20,2,2
1749,63,24,2,3
1557,148,20,3,4
505,90,6,2,2
803,161,9,5,4
1048,13,16,4,3
1698,156,22,4,4
766,162,8,2,3
1293,113,16,2,3
716,94,9,3,2
159,66,1,1,2
888,175,10,4,4
1931,198,25,5,5
907,186,10,3,4
781,15,12,3,3
99,111,0,2,3
1901,156,25,4,4
105,165,0,3,3
679,133,8,3,3
1976,77,26,3,3
145,79,0,1,2
542,74,6,2,2
1709,87,24,3,3
1156,179,13,3,5
1198,175,15,3,5
1660,167,21,4,4
511,116,6,2,3
523,107,6,2,3
797,21,12,2,2
477,58,7,1,1
1464,100,19,3,3
1234,70,16,3,3
458,12,7,2,2
1676,148,22,3,4
1712,155,22,4,4
1969,5,31,15,13
291,136,2,3,3
1337,121,18,3,3
1647,4,26,15,14
1158,16,18,3,4
1728,36,24,3,3
1445,60,20,3,2
1166,48,16,3,2
274,26,4,1,2
1822,29,26,4,3
1626,12,25,6,5
480,103,6,2,2
1779,172,24,4,4
1412,114,18,3,3
924,41,12,2,2
185,159,1,2,4
1989,21,31,5,4
852,146,10,3,4
308,46,4,1,2
1227,172,15,3,3
386,69,5,1,2
1767,80,25,2,2
306,52,4,1,1
359,137,4,2,3
214,59,2,2,1
1745,106,23,3,3
339,97,3,2,2
1788,38,25,4,3
1565,26,22,3,3
137,186,0,3,3
672,150,7,2,3
575,80,7,2,2
1583,168,21,3,4
1053,87,14,2,2
1356,75,18,3,3
459,25,6,2,1
707,5,11,6,5
1763,56,24,3,3
1335,95,18,2,2
1450,112,19,3,3
56,45,0,2,1
1184,86,15,3,3
218,109,1,3,2
205,176,1,3,3
545,99,7,2,3
985,188,11,3,4
1949,145,26,4,3
1249,32,18,3,2
1878,4,29,18,16
744,37,10,2,2
1886,164,25,3,5
381,94,4,2,2
1182,92,15,3,3
63,109,0,2,2
105,106,0,2,2
1382,164,17,4,4
1035,140,13,3,3
1821,172,24,4,4
452,145,4,3,3
487,44,6,2,1
27,59,0,2,1
480,121,5,2,3
1241,33,17,3,3
307,105,3,2,3
57,64,0,1,2
798,132,10,3,3
36,155,0,3,3
1642,75,23,3,3
858,80,11,2,3
554,162,6,3,3
1637,174,21,4,4
1592,159,21,4,4
1596,160,21,3,4
1856,182,25,4,5
1733,51,24,2,3
1526,193,19,4,4
1418,30,20,3,3
1978,90,27,4,3
1405,92,19,3,3
842,148,10,3,3
749,47,10,2,2
855,35,12,2,2
47,103,0,2,2
1061,141,13,3,4
1580,198,20,4,5
1069,137,13,3,4
428,92,5,2,2
130,76,1,1,2
324,172,2,2,3
1174,162,15,3,4
1374,119,18,3,3
84,89,0,2,2
1425,142,18,3,4
363,43,5,2,1
1587,125,20,4,4
1228,1,19,43,39
1657,11,26,6,6
1649,189,20,3,4
1240,66,16,3,2
1309,167,16,4,4
1110,101,14,3,3
936,124,12,2,2
35,149,1,2,3
142,143,0,3,3
1392,19,21,4,4
1388,101,18,3,3
491,141,5,3,3
473,18,7,2,1
1962,186,26,4,4
355,38,4,2,1
927,122,12,2,3
1396,162,17,3,4
1277,112,17,3,3
980,35,13,3,2
639,111,7,3,3
1622,153,21,3,3
1224,107,17,2,3
395,105,4,2,2
567,133,7,2,3
1958,90,27,3,3
1386,100,19,2,3
248,153,1,3,3
689,11,10,3,3
519,97,6,2,2
1429,134,19,3,3
1179,113,16,2,2
119,196,0,3,3
1325,12,21,5,4
528,94,6,2,3
1328,73,18,3,2
1816,178,24,3,5
1301,197,16,4,4
367,167,3,3,4
1505,168,19,3,4
101,144,0,2,3
972,76,13,2,3
1769,63,25,3,3
1728,164,22,4,4
1150,7,17,7,6
162,154,1,2,4
1490,93,20,4,3
1247,118,17,3,3
1074,140,14,3,4
1849,59,25,2,3
329,54,4,1,1
1619,81,22,3,3
1185,24,17,3,2
1217,180,14,3,4
1971,188,26,3,4
1782,106,24,3,3
1407,145,18,3,3
293,68,3,2,2
851,119,10,3,3
147,178,0,2,3
720,52,10,2,2
1939,152,26,4,4
1893,83,26,3,3
1352,112,17,3,3
3,62,0,2,1
1096,8,17,6,6
157,127,1,2,3
1681,154,21,3,4
682,20,10,2,2
1815,68,25,3,3
1747,67,24,3,3
1835,143,24,3,4
98,199,0,3,4
1350,30,19,3,2
1767,128,24,3,3
526,59,7,2,2
642,101,8,2,2
1335,162,16,4,4
679,162,7,3,4
1693,55,23,3,2
1602,160,20,4,4
1709,29,24,3,3
1017,106,13,3,3
647,185,7,3,3
551,120,6,3,3
1200,73,16,2,2
153,135,0,2,3
1537,71,21,3,3
427,34,6,2,1
1105,142,14,3,3
68,126,1,2,3
1451,89,20,3,3
459,61,5,2,2
320,92,4,2,2
59,107,0,2,2
1543,135,20,3,4
1301,59,18,3,2
1645,65,23,3,3
221,75,2,2,2
1981,58,28,3,3
406,45,5,2,1
1835,56,26,3,3
1616,60,22,3,3
1565,92,21,3,3
1602,6,25,10,9
1837,138,25,3,4
1213,127,16,3,3
1236,93,17,2,3
1469,74,19,2,3
461,113,5,2,2
1334,127,17,3,3
1415,145,19,3,3
774,137,10,3,3
428,76,5,2,2
77,154,0,3,3
1730,65,24,3,2
1491,32,21,3,2
1080,75,15,2,3
1477,88,20,3,3
132,143,0,2,3
511,64,6,2,2
1138,138,14,4,3
133,154,1,2,3
364,200,2,4,4
917,119,12,3,3
1835,187,23,4,4
701,155,7,3,4
632,84,8,2,2
1231,97,16,3,3
1570,120,21,3,3
1575,8,24,8,7
1320,195,16,4,5
1631,22,25,4,3
1075,78,15,2,3
792,164,9,3,4
1439,72,20,2,3
1095,137,14,3,3
951,12,15,3,4
1159,30,16,3,2
1899,171,24,4,5
561,99,7,2,2
1505,185,19,3,5
661,3,10,9,7
1772,94,24,3,3
278,96,2,1,2
522,109,6,2,2
250,172,2,3,3
721,58,9,2,2
204,194,0,4,4
523,156,5,3,4
892,76,12,2,2
1203,30,17,3,3
963,49,13,2,2
1283,165,16,4,4
1983,187,26,4,5
1865,86,25,3,3
1487,176,19,3,4
1818,31,26,3,3
1241,4,19,12,10
642,114,7,3,3
1254,14,19,5,4
578,136,6,3,3
1551,99,21,3,3
310,96,4,2,2
758,121,9,2,3
1803,66,24,3,3
1097,148,14,3,4
918,141,11,3,3
822,134,10,2,3
1455,131,19,3,4
971,48,13,2,2
1441,63,19,3,3
678,172,8,3,4
1074,157,13,4,3
530,68,6,2,2
907,103,11,3,3
450,48,6,2,1
1342,48,19,3,2
694,191,7,3,4
996,109,12,3,3
939,58,13,2,2
1408,99,18,3,3
1557,118,20,4,3
1984,21,31,4,4
1190,10,18,5,5
423,60,6,1,1
913,121,11,3,3
1508,132,20,3,4
1254,62,17,2,3
763,115,10,2,3
1931,199,25,4,4
427,55,5,2,2
527,78,6,2,3
1696,140,23,3,4
539,191,5,3,5
575,78,7,2,2
534,101,6,2,2
1969,42,28,3,3
805,127,10,3,3
1881,84,26,3,3
1022,68,13,2,2
1861,73,25,3,3
1680,29,24,3,3
152,97,1,1,2
212,49,3,1,2
1078,172,13,4,4
685,72,9,2,2
760,55,11,2,2
392,53,5,1,1
1166,147,14,3,4
744,88,9,2,3
1590,191,20,3,5
1548,8,24,8,7
1015,56,14,2,3
1305,18,20,3,3
391,69,4,2,2
889,140,10,3,3
1962,80,27,2,3
1067,85,14,2,2
558,154,6,3,3
503,109,5,2,2
1559,78,21,3,3
21,191,0,3,3
1768,135,24,3,4
1590,66,22,3,3
889,57,12,2,2
597,160,7,3,3
51,50,0,1,1
1726,110,23,4,3
1361,114,18,3,3
1586,140,21,4,3
1040,180,13,3,4
1514,181,19,4,4
1105,83,14,2,2
16,183,0,2,3
1254,50,18,2,3
1176,113,15,3,3
227,45,2,2,1
947,1,14,33,31
1661,89,23,3,3
1997,189,26,4,4
1917,109,26,4,3
463,167,4,3,3
269,3,4,4,3
988,7,15,6,6
1425,140,18,4,3
1771,156,23,4,4
573,24,8,3,2
798,113,10,2,3
350,11,5,2,2
864,52,12,3,2
829,34,11,2,2
1411,37,19,3,3
1239,186,15,4,4
1618,145,21,3,4
149,177,0,3,3
1006,20,15,3,3
1524,63,21,2,3
170,90,1,1,2
342,186,3,3,4
249,181,1,3,4
679,126,8,2,3
272,188,1,3,4
1887,199,24,4,5
517,67,6,2,2
1069,23,15,3,3
910,133,12,2,4
1202,93,16,2,3
709,2,11,14,12
1662,108,22,4,3
295,93,3,2,2
1781,104,24,3,3
576,47,8,2,1
169,151,0,3,3
1611,151,21,4,4
1285,29,19,2,2
1344,84,18,3,3
656,47,9,2,2
179,31,2,1,1
1634,166,21,4,4
1071,41,15,2,2
1963,181,26,4,4
89,52,0,1,1
714,89,9,2,2
1725,60,24,3,3
1066,187,12,4,4
26,146,0,2,3
77,152,0,3,3
493,194,4,3,4
355,118,4,2,3
277,174,2,3,3
270,142,2,2,3
391,56,5,1,2
1284,143,17,3,4
687,176,7,4,4
863,98,11,2,3
1390,154,18,3,3
165,40,2,1,1
1578,66,22,3,3
239,183,1,3,3
616,14,10,2,3
584,63,8,2,2
1235,151,15,3,3
1873,175,24,4,5
551,168,6,3,4
14,133,0,2,3
710,52,9,2,2
1922,26,27,4,4
323,147,3,3,3
1074,5,17,8,8
374,55,4,2,2
1510,157,19,4,5
1198,97,16,3,3
100,9,2,1,1
1765,194,22,3,4
1733,33,25,3,3
1215,200,15,4,4
1420,168,18,4,4
600,78,7,2,2
1650,41,23,3,3
515,17,8,2,2
1311,25,19,3,2
1986,35,27,4,3
698,98,9,2,3
688,20,10,2,2
354,181,3,3,4
1605,99,22,3,3
722,107,9,3,2
1022,82,13,3,2
1034,82,14,2,2
1283,191,16,4,4
782,35,10,2,2
1430,85,19,3,2
768,52,10,2,2
1948,95,27,3,4
1176,4,18,12,10
1208,105,16,3,3
307,21,5,1,2
626,111,8,2,3
749,97,10,2,3
490,39,7,1,1
276,46,3,2,1
400,57,5,2,2
1921,134,25,3,4
934,10,15,4,4
904,123,12,2,3
1446,2,23,26,23
1174,163,14,3,3
1933,87,26,3,3
924,40,13,2,2
1538,191,19,4,5
579,95,7,2,2
1068,32,15,2,3
1982,187,26,4,4
144,48,1,1,1
1162,192,14,3,4
1669,176,21,4,4
14,43,0,1,2
831,176,10,3,4
31,68,0,1,2
1417,68,19,3,3
389,32,5,2,1
1434,142,18,3,3
379,113,3,3,2
1783,168,24,3,4
1358,184,17,3,4
1182,119,15,3,3
1578,159,20,3,4
133,77,1,1,1
410,157,4,2,3
1961,94,26,3,3
930,38,13,2,2
1428,180,18,4,4
1348,192,17,3,5
1757,126,24,3,4
1607,191,21,4,4
318,101,3,2,2
446,82,5,2,2
1941,80,26,3,4
1139,74,16,2,3
1114,40,15,2,2
654,115,8,3,2
1802,7,27,11,9
436,162,4,3,4
24,45,0,1,2
846,19,13,2,2
568,81,7,2,2
1150,199,13,3,4
617,68,8,2,2
1452,31,21,3,2
1497,99,21,2,3
1281,146,17,3,4
661,185,6,3,4
379,39,5,1,1
1411,198,18,4,5
1309,166,17,4,4
831,114,10,2,2
1278,149,16,3,3
1472,43,21,2,2
1667,167,22,4,4
303,180,1,3,3
79,197,0,3,4
141,181,0,3,4
528,135,6,3,3
1599,111,21,3,3
1586,24,22,3,3
550,86,7,2,2
1808,182,23,4,5
830,2,14,15,14
672,199,7,4,4
1153,40,16,3,2
1311,84,18,2,3
1603,127,21,3,3
280,8,4,2,2
1009,89,13,3,2
1751,34,25,3,4
70,11,1,1,1
1057,67,14,2,2
1602,72,21,3,3
489,113,5,2,2
716,109,9,2,3
1888,196,24,5,5
819,74,10,2,2
1104,126,14,3,3
595,49,8,2,2
321,55,4,1,2
1407,90,19,3,3
720,38,10,1,1
968,89,13,2,3
412,192,3,3,4
1592,180,21,4,4
441,86,5,2,2
1110,144,14,3,3
870,111,11,3,3
1550,43,22,3,3
1039,63,14,2,2
1193,78,16,3,3
12,107,0,2,3
1650,106,22,3,3
1356,14,21,5,4
543,47,7,2,2
1654,44,23,3,3
724,36,9,1,2
515,109,6,2,3
1788,120,24,3,4
1835,167,23,4,4
981,63,13,2,2
206,53,3,1,2
811,78,11,2,2
1149,93,15,2,3
921,104,12,2,3
1996,147,26,4,4
869,126,11,2,3
1932,33,27,3,4
345,53,4,2,1
1429,192,18,4,4
348,176,2,4,3
933,172,11,4,4
751,97,9,2,3
1707,55,24,2,2
1777,86,24,3,3
1260,20,19,3,3
1566,174,20,4,4
282,3,4,4,4
862,82,11,2,2
18,91,1,1,1
764,33,10,2,2
1048,105,14,2,3
408,176,3,3,4
1490,38,21,3,3
1914,102,26,3,3
569,97,7,2,3
866,135,10,3,4
799,39,11,2,2
1918,30,27,4,3
503,193,4,4,4
241,140,1,3,3
745,79,10,2,2
1405,137,18,4,3
1674,100,23,3,3
657,178,6,3,3
1443,86,19,3,3
96,2,2,2,2
966,189,10,3,4
887,8,13,4,5
325,190,2,3,4
1019,73,13,2,2
137,113,1,2,2
1891,120,25,4,3
1685,88,23,3,3
229,195,1,3,4
181,11,3,1,2
283,78,3,2,2
160,161,0,2,3
674,27,9,2,2
1073,182,13,4,4
432,39,6,1,2
124,66,1,1,2
1734,120,24,3,4
1666,89,22,3,3
277,180,2,3,3
629,82,8,2,3
164,7,3,1,1
992,174,12,3,4
